roberta_neg,roberta_neu,roberta_pos,Score
0.001311484,0.012644118,0.9860444,5
0.030883625,0.055609003,0.9135074,5
0.007462431,0.026351806,0.96618575,5
0.049120795,0.20355533,0.7473239,4
0.002068878,0.025906619,0.97202444,5
0.06278983,0.3015425,0.6356677,5
0.6404265,0.31095293,0.048620585,3
0.001056126,0.01817301,0.9807709,5
0.00840212,0.11609146,0.87550646,5
0.575236,0.38917637,0.035587613,2
0.006313416,0.035880093,0.95780647,5
0.005034398,0.03202619,0.9629394,5
0.1317576,0.39078274,0.4774596,4
0.002167733,0.011405097,0.9864271,5
0.001702344,0.0069474,0.9913503,5
0.003047128,0.032365706,0.9645872,5
0.004819408,0.046110846,0.94906974,5
0.09590444,0.28223947,0.62185603,1
0.013687978,0.116434954,0.86987704,5
0.017106287,0.09481571,0.888078,5
0.022888852,0.23711175,0.7399994,5
0.6926153,0.26319638,0.044188324,2
0.7607967,0.21611972,0.023083571,1
0.003244323,0.03989151,0.9568642,4
0.001757283,0.015080388,0.9831623,5
0.36882606,0.5396826,0.09149133,1
0.066605255,0.48230824,0.45108655,3
0.004110759,0.03993765,0.9559516,5
0.005086333,0.033782016,0.96113163,5
0.073030986,0.41860488,0.50836414,5
0.004113449,0.06320604,0.93268055,5
0.001478827,0.011571918,0.98694927,5
0.001266529,0.00662014,0.99211335,5
0.900376,0.09091971,0.008704343,2
0.057143502,0.15867661,0.7841799,4
0.010173992,0.07105034,0.9187756,5
0.003924311,0.06404405,0.93203163,5
0.38766906,0.49949256,0.11283839,5
0.867932,0.11575109,0.016316896,1
0.001267233,0.015074653,0.98365813,5
0.001095904,0.032064777,0.9668393,5
0.002680354,0.018354539,0.9789651,5
0.9334733,0.059465088,0.007061631,1
0.001384014,0.008378329,0.99023765,5
0.87115115,0.10877407,0.020074813,2
0.002203512,0.016126266,0.98167026,5
0.14144765,0.36139455,0.49715784,4
0.002238804,0.010961036,0.9868002,5
0.005628195,0.056015905,0.9383559,5
0.015070679,0.06331338,0.9216159,5
0.003730337,0.025477456,0.97079223,5
0.000936785,0.013776078,0.9852872,5
0.20171833,0.65415794,0.14412375,4
0.001320416,0.027929636,0.97075,4
0.6343515,0.29252607,0.07312236,2
0.009014599,0.02056266,0.97042274,5
0.004992849,0.06530003,0.9297071,5
0.004430399,0.040890403,0.95467925,5
0.036980353,0.5882382,0.37478143,5
0.001810418,0.012259974,0.98592967,5
0.19499944,0.41602755,0.388973,3
0.9688306,0.02815438,0.003015112,1
0.022160705,0.22714947,0.75068986,4
0.05961414,0.31474903,0.6256369,1
0.3986021,0.42504507,0.17635281,2
0.001695145,0.008922466,0.9893824,5
0.97898453,0.018780313,0.002235062,1
0.102893196,0.28166327,0.6154435,2
0.001666881,0.05221979,0.94611335,5
0.001282957,0.012554655,0.9861624,5
0.001981534,0.020977722,0.97704077,5
0.006452804,0.02119943,0.9723478,5
0.44315028,0.41117585,0.14567384,3
0.44733727,0.37588936,0.17677343,5
0.001352718,0.015934214,0.9827131,5
0.013587712,0.08368839,0.9027239,5
0.8397383,0.1460796,0.014181975,1
0.09416541,0.4309064,0.47492823,4
0.012086341,0.08063494,0.90727866,4
0.004261447,0.06930611,0.9264325,4
0.08047831,0.16799647,0.7515252,5
0.40398806,0.38311824,0.21289368,3
0.00263034,0.012056493,0.9853131,5
0.001572559,0.010051931,0.98837554,5
0.43239883,0.40196326,0.16563797,4
0.001581093,0.008116484,0.9903024,5
0.007241084,0.046600994,0.94615793,5
0.002770857,0.006465551,0.9907636,5
0.07735133,0.23535493,0.6872937,5
0.006081753,0.027069587,0.9668487,5
0.002032994,0.00919298,0.98877406,5
0.87161,0.11530295,0.013087142,1
0.063744746,0.13145834,0.80479693,5
0.1636166,0.3379729,0.4984104,5
0.021628536,0.113489255,0.86488223,3
0.067373075,0.43457127,0.49805567,3
0.32637745,0.37480038,0.29882213,5
0.018697914,0.11737215,0.86393,5
0.001162586,0.011763518,0.9870739,5
0.28966317,0.44774523,0.26259157,3
0.004102898,0.073308736,0.92258835,5
0.21065879,0.3465452,0.44279605,5
0.049949463,0.21122658,0.73882395,5
0.10633805,0.57024246,0.32341948,3
0.14765215,0.35255826,0.49978957,5
0.008694597,0.03296235,0.9583431,4
0.007091123,0.100571185,0.8923377,5
0.00507159,0.046214584,0.9487138,5
0.01819038,0.059940405,0.9218692,5
0.001782048,0.009573633,0.98864424,5
0.004358967,0.043280847,0.9523602,5
0.007058566,0.05857912,0.93436235,5
0.004856047,0.12253433,0.8726097,5
0.012958987,0.08339682,0.90364414,5
0.95539045,0.038081333,0.006528251,1
0.03382644,0.08998445,0.8761891,4
0.001753473,0.008415406,0.98983115,5
0.001603494,0.01935911,0.9790374,5
0.001213095,0.006895959,0.9918909,5
0.0023874,0.009062744,0.9885499,5
0.8086366,0.17395422,0.017409194,1
0.8095075,0.1810744,0.009418055,1
0.030109314,0.065831505,0.9040592,5
0.029156705,0.10014279,0.8707005,5
0.006420285,0.047125366,0.9464544,5
0.009400626,0.027197946,0.96340144,5
0.33561105,0.48188633,0.18250264,5
0.015384258,0.07654531,0.9080705,5
0.002196068,0.016661642,0.98114234,5
0.00165974,0.012653963,0.98568624,5
0.00459508,0.118670724,0.87673426,5
0.005830798,0.0293318,0.9648374,3
0.35381705,0.445906,0.20027694,3
0.081018075,0.31180277,0.60717916,1
0.00346042,0.018899474,0.97764015,5
0.033552974,0.15613963,0.8103073,5
0.008107954,0.07265621,0.9192358,4
0.049444743,0.20790139,0.74265385,5
0.085754625,0.22470024,0.6895451,5
0.002150341,0.039410125,0.9584395,5
0.8963103,0.09301183,0.010677829,1
0.001351275,0.006339252,0.99230945,5
0.001757176,0.015942482,0.98230034,5
0.9584,0.036552932,0.005047004,1
0.9191575,0.068905324,0.01193722,1
0.002215046,0.019982442,0.9778025,5
0.003592042,0.013821295,0.9825867,5
0.001800975,0.018252669,0.9799463,5
0.003501976,0.031471863,0.9650262,5
0.039336976,0.19329585,0.7673672,4
0.00319884,0.013681565,0.98311967,5
0.87095606,0.11171326,0.017330661,3
0.022630367,0.066871144,0.91049844,5
0.046715874,0.08641124,0.8668729,3
0.11633039,0.3746085,0.50906116,3
0.00396764,0.015099982,0.98093235,4
0.002704105,0.014143574,0.9831524,5
0.001426893,0.012650196,0.98592293,5
0.30989805,0.44326484,0.24683714,5
0.001305426,0.008599991,0.9900946,5
0.001323175,0.009295042,0.9893818,5
0.033809673,0.17086193,0.7953283,5
0.12686348,0.54895633,0.32418025,5
0.00125612,0.012231082,0.9865128,5
0.002986986,0.017197873,0.9798151,5
0.05271094,0.3095742,0.6377148,5
0.00184783,0.01263365,0.98551846,4
0.02513851,0.054880306,0.9199811,4
0.003358327,0.04199171,0.95465,5
0.040284164,0.31234965,0.64736617,5
0.8771122,0.109750904,0.013136866,1
0.002059659,0.028220395,0.96971995,5
0.001792138,0.02241338,0.97579455,5
0.001597199,0.004811142,0.9935916,5
0.003532533,0.011852248,0.98461527,5
0.002689485,0.016208746,0.9811017,5
0.01419025,0.11097499,0.8748348,5
0.1953002,0.32005525,0.48464456,4
0.001501719,0.024415128,0.9740831,5
0.03968929,0.20750722,0.75280344,4
0.001037043,0.014718677,0.9842443,5
0.15226229,0.39071298,0.4570248,4
0.001239416,0.013074621,0.9856859,5
0.002568299,0.00920068,0.988231,5
0.002102934,0.019122664,0.9787744,5
0.006961599,0.022366695,0.9706717,5
0.05303111,0.18477128,0.7621976,5
0.003935115,0.010020438,0.9860444,5
0.001835508,0.013072629,0.98509187,5
0.37118387,0.35867342,0.2701427,3
0.9725391,0.023539398,0.003921551,1
0.002409352,0.034049105,0.9635415,5
0.003246171,0.033944666,0.9628092,5
0.005869318,0.14068846,0.8534422,5
0.00261493,0.018419405,0.97896564,5
0.003801221,0.039825093,0.9563737,4
0.10777147,0.3899862,0.5022424,5
0.003265373,0.0419467,0.9547879,5
0.006314161,0.07281147,0.92087436,4
0.8913395,0.09386841,0.014792102,2
0.004204264,0.021389415,0.97440636,5
0.001337452,0.016569143,0.98209345,5
0.94313216,0.053086612,0.003781283,1
0.002663343,0.03340303,0.9639336,5
0.001318884,0.006034548,0.9926466,5
0.001363242,0.01022583,0.98841095,5
0.003314638,0.027500685,0.96918464,5
0.002572028,0.044038333,0.9533896,5
0.001790257,0.018862464,0.9793473,4
0.5301185,0.30695218,0.1629293,3
0.91700625,0.07611905,0.006874798,1
0.97632855,0.020631162,0.003040244,1
0.94396114,0.049619082,0.006419832,1
0.010942005,0.10623785,0.8828201,5
0.001265756,0.017922843,0.98081136,5
0.007032341,0.084890805,0.9080769,5
0.007440133,0.05642722,0.93613267,5
0.002229117,0.0159307,0.9818402,5
0.011776398,0.073026925,0.9151967,5
0.031315837,0.112293184,0.85639095,5
0.0038902,0.01844,0.9776698,5
0.019207342,0.0921793,0.8886134,5
0.003724287,0.029990325,0.96628547,5
0.003694318,0.02046851,0.97583723,5
0.001489924,0.011894782,0.9866153,5
0.036502182,0.10573636,0.8577614,5
0.9625668,0.033042952,0.00439016,1
0.08711893,0.2939777,0.6189034,5
0.014699093,0.10605635,0.8792445,4
0.004601224,0.025527999,0.96987075,5
0.25422,0.5514286,0.19435136,5
0.61268735,0.3133277,0.07398494,4
0.004854867,0.036528762,0.9586163,5
0.006257881,0.034265872,0.9594763,5
0.012697531,0.13296184,0.8543406,4
0.012627823,0.076257005,0.91111517,4
0.001859048,0.01246877,0.9856721,5
0.008164926,0.051790632,0.94004446,5
0.001613991,0.00746732,0.99091864,5
0.006102614,0.026842132,0.9670553,5
0.011265258,0.081738986,0.9069958,5
0.018771224,0.04986719,0.93136156,4
0.059044175,0.07542476,0.8655311,5
0.00684017,0.053331263,0.9398286,4
0.003727729,0.018019237,0.97825307,5
0.007436064,0.13899896,0.853565,5
0.001158937,0.012277898,0.9865631,5
0.001800724,0.013664492,0.98453486,5
0.19511522,0.46154118,0.34334356,4
0.057659756,0.3548917,0.58744854,3
0.001898037,0.008375023,0.98972696,5
0.00123343,0.007042067,0.99172455,4
0.1915555,0.5143032,0.29414138,5
0.01894518,0.17616342,0.8048914,5
0.50970495,0.3124165,0.17787854,3
0.013550514,0.09274988,0.89369965,4
0.002935744,0.011815014,0.9852492,5
0.001783437,0.009716055,0.9885005,5
0.003615948,0.04705391,0.94933015,5
0.00532369,0.040369086,0.95430726,5
0.121909164,0.24003704,0.6380538,3
0.001786671,0.004914187,0.9932991,5
0.001291595,0.007356493,0.99135196,5
0.001582398,0.014091778,0.9843258,5
0.12627167,0.24591677,0.62781155,5
0.003042653,0.03055805,0.9663993,5
0.001637214,0.007896161,0.99046665,5
0.002773953,0.009467638,0.98775834,5
0.007229804,0.019606495,0.9731637,5
0.51744324,0.3589137,0.12364309,4
0.4245514,0.42806128,0.1473873,4
0.14180094,0.28075898,0.5774401,5
0.069431305,0.3080035,0.6225652,5
0.004316439,0.011908606,0.98377496,5
0.001601025,0.006990751,0.99140817,5
0.006954111,0.11868082,0.8743651,5
0.0049445,0.109562606,0.8854929,5
0.007455865,0.049894556,0.94264954,5
0.002499067,0.025668936,0.971832,5
0.03436206,0.14488795,0.82074994,4
0.013430158,0.109873794,0.876696,4
0.003376722,0.02337386,0.97324944,4
0.017603317,0.07281265,0.90958405,4
0.001449289,0.007523307,0.9910274,5
0.003577882,0.011040153,0.98538196,5
0.001581209,0.013900246,0.9845185,5
0.021452853,0.07885055,0.8996966,5
0.18732351,0.50657743,0.3060991,4
0.002328615,0.013533923,0.98413754,5
0.02174418,0.065837346,0.91241854,5
0.001321818,0.009695515,0.9889826,5
0.001663743,0.012073507,0.9862628,5
0.8551749,0.12534106,0.019484088,2
0.08030057,0.22237752,0.6973219,5
0.009655731,0.107732296,0.882612,4
0.1617847,0.54138,0.2968353,4
0.7104638,0.19951275,0.09002349,2
0.106501,0.32596087,0.5675381,3
0.001746961,0.017913932,0.9803391,5
0.60727125,0.2821826,0.11054611,2
0.00205126,0.013804731,0.984144,5
0.17749998,0.30946028,0.51303977,5
0.29517817,0.5355213,0.16930053,5
0.00448608,0.02728869,0.9682253,5
0.001906286,0.009861651,0.9882321,5
0.004415364,0.03421528,0.96136934,5
0.006426533,0.07453738,0.91903603,4
0.86561435,0.11936586,0.015019868,4
0.002439759,0.011327226,0.986233,5
0.007319382,0.0511326,0.941548,5
0.07610439,0.21546209,0.7084335,2
0.001648902,0.015579391,0.9827717,5
0.7596495,0.18200535,0.058345165,4
0.002448439,0.03291459,0.96463704,5
0.0015734,0.013841672,0.98458487,5
0.005735451,0.046388052,0.94787645,5
0.9082864,0.07480106,0.01691255,2
0.9587372,0.035673767,0.005589017,1
0.71727556,0.23140095,0.051323455,1
0.002877332,0.020092767,0.9770299,5
0.020730406,0.06835996,0.91090965,4
0.29921433,0.51845133,0.18233427,3
0.020902054,0.11184012,0.86725783,5
0.005698747,0.058038466,0.9362627,5
0.003549894,0.02640542,0.9700447,5
0.9375511,0.053937677,0.008511174,1
0.001985754,0.028968386,0.9690458,4
0.001599655,0.016360678,0.98203963,3
0.3905099,0.45382565,0.1556645,2
0.007528785,0.019288441,0.9731828,5
0.48241338,0.28969708,0.22788957,3
0.006243501,0.03863062,0.95512587,5
0.01580574,0.15633065,0.82786363,5
0.001491195,0.006610909,0.9918978,5
0.011218516,0.06441598,0.9243655,5
0.001393692,0.008410115,0.99019617,5
0.19152753,0.38238758,0.42608488,5
0.008544868,0.018421456,0.97303367,5
0.001386047,0.011007078,0.9876068,5
0.060077522,0.26429364,0.67562884,5
0.24482176,0.5351394,0.22003882,4
0.909043,0.082107015,0.008849936,3
0.96557826,0.029925987,0.004495708,3
0.92638797,0.06666538,0.006946681,2
0.004996182,0.0939242,0.90107965,5
0.837997,0.13528778,0.02671524,1
0.9653345,0.031070013,0.00359548,1
0.0835935,0.39333513,0.5230714,3
0.55929816,0.318241,0.1224608,1
0.04679099,0.121508285,0.8317007,4
0.55343264,0.30133843,0.14522888,1
0.97344106,0.022959936,0.003598954,1
0.9753709,0.021551328,0.003077811,1
0.936429,0.05600677,0.007564253,2
0.9431025,0.051345516,0.005551906,1
0.110837,0.46945515,0.41970786,4
0.16049713,0.45900488,0.38049793,3
0.11166663,0.6360395,0.25229383,1
0.9488303,0.046575613,0.004594093,1
0.015994132,0.159744,0.8242619,2
0.03611383,0.29599884,0.6678874,2
0.85226923,0.13456792,0.013162866,1
0.9199378,0.07200198,0.008060312,1
0.84494025,0.13197285,0.023086913,1
0.94705707,0.043192036,0.009750937,1
0.6746773,0.2855922,0.03973049,1
0.001274973,0.006568973,0.992156,5
0.951242,0.044247337,0.004510552,1
0.7415002,0.2258075,0.032692287,1
0.9557612,0.039530553,0.004708279,1
0.001537948,0.01247116,0.9859908,5
0.004443152,0.02400197,0.9715549,5
0.001531311,0.008896619,0.98957205,5
0.9739673,0.022916745,0.003115927,1
0.021735834,0.095411524,0.8828526,5
0.2361212,0.42035523,0.34352362,1
0.002603898,0.013735225,0.9836609,5
0.008228175,0.050249435,0.9415224,5
0.058275267,0.37346652,0.5682582,5
0.004106988,0.034317713,0.9615753,5
0.58972526,0.30199268,0.10828207,5
0.006954111,0.11868082,0.8743651,5
0.00132648,0.01701817,0.9816553,5
0.360431,0.39345485,0.24611416,1
0.00380398,0.016354138,0.97984195,5
0.001735502,0.006823806,0.99144065,5
0.00177188,0.008836356,0.9893918,5
0.101510234,0.48549187,0.412998,4
0.003755795,0.029589461,0.9666548,5
0.89706063,0.088799946,0.014139351,1
0.018943911,0.5720245,0.40903157,5
0.002091237,0.015324211,0.98258454,5
0.033893242,0.19081074,0.775296,4
0.025561571,0.16613689,0.8083015,5
0.1616632,0.41828105,0.42005578,5
0.001956354,0.012009998,0.9860336,5
0.018104114,0.09913528,0.88276064,5
0.001957783,0.04077547,0.95726675,5
0.030141711,0.16785038,0.8020079,4
0.010446845,0.05204143,0.9375117,5
0.62738085,0.30231336,0.070305765,2
0.18417452,0.24331552,0.57251,3
0.001713946,0.007742984,0.99054307,5
0.005267429,0.06206764,0.932665,5
0.003631108,0.03846451,0.95790434,5
0.004106017,0.02415123,0.97174275,5
0.001433817,0.007692875,0.99087334,5
0.87864256,0.10009299,0.021264508,5
0.001841853,0.008695997,0.9894622,5
0.004839741,0.08913638,0.9060239,5
0.006954111,0.11868082,0.8743651,5
0.002692943,0.029785506,0.96752155,5
0.03178601,0.12094827,0.8472658,5
0.03858055,0.17256747,0.788852,5
0.004024576,0.030669644,0.9653058,4
0.7966814,0.17305495,0.03026364,5
0.002535185,0.053279933,0.9441849,5
0.005513362,0.024216713,0.97026986,5
0.008116386,0.026842298,0.9650413,4
0.005071575,0.029210825,0.96571755,5
0.015961574,0.26413766,0.7199007,5
0.020173496,0.077104315,0.9027222,5
0.005539705,0.024888065,0.96957225,4
0.003596332,0.013556264,0.98284733,5
0.002417347,0.013180316,0.9844023,5
0.8793763,0.11201659,0.008607124,3
0.002266272,0.007977411,0.9897563,5
0.76611966,0.20303673,0.030843602,2
0.96817344,0.028804345,0.003022252,1
0.002972863,0.040735327,0.9562918,5
0.79070395,0.16968605,0.039609972,1
0.02639704,0.18711224,0.78649074,4
0.003974343,0.017636418,0.97838926,5
0.02641055,0.1676275,0.8059619,4
0.001913856,0.008727566,0.98935854,5
0.5760122,0.3274701,0.09651768,3
0.007130518,0.0306139,0.96225554,5
0.0879516,0.35023347,0.56181496,4
0.001214993,0.006581141,0.99220383,5
0.48197588,0.36559966,0.1524245,3
0.008455286,0.05884904,0.9326957,5
0.2205806,0.44781902,0.3316004,3
0.7935293,0.17973118,0.026739556,3
0.014460491,0.12888828,0.85665125,4
0.002391422,0.03901789,0.9585907,4
0.012160141,0.09028327,0.8975566,5
0.004246652,0.02314014,0.9726132,5
0.003938473,0.14134538,0.8547161,5
0.005754191,0.052566558,0.9416793,5
0.002022941,0.03588429,0.96209276,5
0.002201601,0.02450017,0.9732982,5
0.002214062,0.005637981,0.992148,5
0.001983641,0.023611598,0.9744048,5
0.009263323,0.050749473,0.9399872,5
0.007789637,0.045158934,0.9470514,5
0.001885066,0.030111665,0.9680033,5
0.11533447,0.27648368,0.60818183,4
0.001486091,0.017690077,0.9808239,5
0.08757921,0.3477203,0.5647005,5
0.09679054,0.4932182,0.4099913,5
0.056403603,0.40465727,0.5389391,5
0.015483687,0.10340826,0.8811081,4
0.001211303,0.010493482,0.9882952,5
0.001174585,0.013583045,0.9852424,5
0.026989883,0.071754344,0.90125585,5
0.001834337,0.021186175,0.9769795,5
0.47677574,0.39315435,0.13006987,4
0.002131519,0.015148228,0.98272026,5
0.001357799,0.011577221,0.98706496,5
0.00163272,0.01898975,0.97937757,5
0.07201809,0.49477482,0.43320706,4
0.00347574,0.026691092,0.9698332,5
0.001272031,0.009369186,0.9893588,5
0.000921889,0.013657947,0.98542017,5
0.002084474,0.019402968,0.9785125,5
0.002479717,0.04143618,0.9560841,5
0.001251002,0.011147455,0.98760146,5
0.001443793,0.009076109,0.98948,5
0.013916319,0.20343885,0.7826448,5
0.9446408,0.050845988,0.004513184,1
0.001025399,0.010737686,0.98823696,5
0.004427229,0.021623962,0.9739488,5
0.003195207,0.011328285,0.98547655,5
0.004205569,0.015093965,0.9807005,5
0.006765495,0.049124774,0.9441098,4
0.010163657,0.032701373,0.9571349,4
0.030178504,0.16251907,0.80730236,5
0.010965726,0.08272875,0.9063055,5
0.002233426,0.0073078,0.9904587,5
0.04917352,0.19972846,0.751098,4
0.917418,0.07800065,0.004581341,4
0.001740362,0.005963853,0.99229586,5
0.001637077,0.012109348,0.98625356,5
0.052680824,0.26669478,0.6806244,5
0.003046406,0.017663859,0.97928977,5
0.005015699,0.020786049,0.9741983,5
0.001799923,0.013026495,0.9851736,5
0.3824512,0.36409125,0.25345758,1
0.002907585,0.015565588,0.9815268,5
0.006159066,0.08214602,0.91169494,5
0.002501522,0.012616714,0.9848817,5
0.001199671,0.022853008,0.9759473,4
0.008911629,0.040198587,0.95088977,5
0.1536136,0.42802107,0.41836533,4
0.008328918,0.028411958,0.96325916,5
0.01505102,0.074616164,0.91033286,5
0.002752564,0.03939908,0.95784837,5
0.001315175,0.015260742,0.983424,5
0.001001176,0.00960404,0.9893947,5
0.001836148,0.004870994,0.9932929,5
0.001800003,0.016725263,0.98147476,5
